pyxis: importing docker image: pytorch/pytorch:1.11.0-cuda11.3-cudnn8-runtime
Namespace(batch_size=128, data_dir='../../cifar-data', epochs=200, epsilon=8, loss_scale='1.0', lr_max=0.04, lr_min=0.0, lr_schedule='cyclic', master_weights=False, minibatch_replays=8, momentum=0.9, opt_level='O2', out_dir='train_free_output', seed=0, weight_decay=0.0005)
Downloading https://www.cs.toronto.edu/~kriz/cifar-10-python.tar.gz to ../../cifar-data/cifar-10-python.tar.gz
  0%|          | 0/170498071 [00:00<?, ?it/s]  0%|          | 8192/170498071 [00:00<40:50, 69565.25it/s]  0%|          | 39936/170498071 [00:00<15:22, 184874.97it/s]  0%|          | 96256/170498071 [00:00<09:01, 314669.58it/s]  0%|          | 208896/170498071 [00:00<05:03, 560763.24it/s]  0%|          | 440320/170498071 [00:00<02:41, 1050633.99it/s]  1%|          | 904192/170498071 [00:00<01:24, 2008979.88it/s]  1%|          | 1824768/170498071 [00:00<00:43, 3860130.60it/s]  2%|▏         | 3672064/170498071 [00:00<00:22, 7522727.29it/s]  4%|▍         | 6752256/170498071 [00:01<00:12, 13177712.58it/s]  6%|▌         | 9856000/170498071 [00:01<00:09, 17065697.02it/s]  8%|▊         | 12976128/170498071 [00:01<00:07, 19796131.83it/s]  9%|▉         | 16080896/170498071 [00:01<00:07, 21639713.10it/s] 11%|█▏        | 19200000/170498071 [00:01<00:06, 22965353.92it/s] 13%|█▎        | 22152192/170498071 [00:01<00:06, 24701829.07it/s] 14%|█▍        | 24647680/170498071 [00:01<00:06, 23775496.91it/s] 16%|█▌        | 27175936/170498071 [00:01<00:05, 24181119.93it/s] 17%|█▋        | 29611008/170498071 [00:01<00:06, 23473394.46it/s] 19%|█▉        | 32072704/170498071 [00:02<00:06, 23016998.86it/s] 20%|██        | 34672640/170498071 [00:02<00:08, 15141793.27it/s] 22%|██▏       | 37799936/170498071 [00:02<00:07, 17684269.63it/s] 23%|██▎       | 39892992/170498071 [00:02<00:07, 17509148.03it/s] 25%|██▌       | 42696704/170498071 [00:02<00:06, 19154616.29it/s] 27%|██▋       | 45832192/170498071 [00:02<00:05, 20999274.72it/s] 29%|██▊       | 48968704/170498071 [00:03<00:05, 22387665.64it/s] 30%|███       | 51904512/170498071 [00:03<00:05, 22965109.61it/s] 32%|███▏      | 54695936/170498071 [00:03<00:05, 22989127.73it/s] 34%|███▍      | 57808896/170498071 [00:03<00:04, 23613738.52it/s] 36%|███▌      | 60944384/170498071 [00:03<00:04, 24341397.88it/s] 38%|███▊      | 64080896/170498071 [00:03<00:04, 24545352.46it/s] 39%|███▉      | 67208192/170498071 [00:03<00:04, 24973505.77it/s] 41%|████▏     | 70336512/170498071 [00:03<00:03, 25637236.43it/s] 43%|████▎     | 73424896/170498071 [00:03<00:03, 25672228.92it/s] 45%|████▍     | 76536832/170498071 [00:04<00:03, 25741731.16it/s] 46%|████▋     | 79118336/170498071 [00:04<00:04, 21435231.74it/s] 48%|████▊     | 81363968/170498071 [00:04<00:04, 20739783.41it/s] 49%|████▉     | 84144128/170498071 [00:04<00:04, 21500283.54it/s] 51%|█████     | 86792192/170498071 [00:04<00:03, 21634090.76it/s] 53%|█████▎    | 89920512/170498071 [00:04<00:03, 22913107.48it/s] 55%|█████▍    | 93056000/170498071 [00:04<00:03, 23847556.29it/s] 56%|█████▋    | 96184320/170498071 [00:04<00:03, 24465152.04it/s] 58%|█████▊    | 99312640/170498071 [00:05<00:02, 24614584.15it/s] 60%|██████    | 102360064/170498071 [00:05<00:02, 23429620.70it/s] 62%|██████▏   | 105464832/170498071 [00:05<00:02, 23791907.88it/s] 64%|██████▎   | 108592128/170498071 [00:05<00:02, 24372643.93it/s] 65%|██████▌   | 111672320/170498071 [00:05<00:02, 23999449.06it/s] 67%|██████▋   | 114752512/170498071 [00:05<00:02, 23949377.08it/s] 69%|██████▉   | 117760000/170498071 [00:05<00:02, 23586032.50it/s] 71%|███████   | 120776704/170498071 [00:06<00:02, 23471329.86it/s] 73%|███████▎  | 123792384/170498071 [00:06<00:01, 23671549.07it/s] 74%|███████▍  | 126928896/170498071 [00:06<00:01, 24308097.03it/s] 76%|███████▋  | 130008064/170498071 [00:06<00:01, 24196097.88it/s] 78%|███████▊  | 132888576/170498071 [00:06<00:01, 20895435.68it/s] 80%|███████▉  | 136024064/170498071 [00:06<00:01, 19815226.98it/s] 81%|████████  | 138112000/170498071 [00:06<00:01, 19200635.67it/s] 82%|████████▏ | 140312576/170498071 [00:07<00:01, 18991859.96it/s] 84%|████████▎ | 142560256/170498071 [00:07<00:01, 18907379.15it/s] 85%|████████▍ | 144824320/170498071 [00:07<00:01, 18880662.46it/s] 86%|████████▌ | 146722816/170498071 [00:07<00:01, 17228146.57it/s] 87%|████████▋ | 148768768/170498071 [00:07<00:01, 17366787.02it/s] 88%|████████▊ | 150517760/170498071 [00:07<00:01, 16485071.16it/s] 89%|████████▉ | 152172544/170498071 [00:07<00:01, 15667345.71it/s] 90%|█████████ | 153742336/170498071 [00:07<00:01, 14923173.51it/s] 91%|█████████ | 155303936/170498071 [00:07<00:01, 14435765.26it/s] 92%|█████████▏| 156976128/170498071 [00:08<00:00, 14229096.94it/s] 93%|█████████▎| 158648320/170498071 [00:08<00:00, 14590874.24it/s] 94%|█████████▍| 160336896/170498071 [00:08<00:00, 14432781.46it/s] 95%|██�Extracting ../../cifar-data/cifar-10-python.tar.gz to ../../cifar-data
Files already downloaded and verified
Epoch 	 Seconds 	 LR 	 	 Train Loss 	 Train Acc
�██████▌| 162032640/170498071 [00:08<00:00, 14334987.42it/s] 96%|█████████▌| 163744768/170498071 [00:08<00:00, 14313042.04it/s] 97%|█████████▋| 165480448/170498071 [00:08<00:00, 13951319.68it/s] 98%|█████████▊| 167216128/170498071 [00:08<00:00, 14102790.25it/s] 99%|█████████▉| 168960000/170498071 [00:08<00:00, 14639401.39it/s]170499072it [00:08, 19003078.17it/s]                               
0 	 47.6 	 0.0004 	 2.3641 	 0.1139
1 	 46.5 	 0.0008 	 2.0221 	 0.2435
2 	 46.3 	 0.0012 	 1.8929 	 0.2878
3 	 46.3 	 0.0016 	 1.7955 	 0.3226
4 	 46.4 	 0.0020 	 1.7098 	 0.3518
5 	 46.3 	 0.0024 	 1.6298 	 0.3807
6 	 46.3 	 0.0028 	 1.5607 	 0.4062
7 	 46.4 	 0.0032 	 1.4987 	 0.4293
8 	 46.3 	 0.0036 	 1.4489 	 0.4463
9 	 46.3 	 0.0040 	 1.4077 	 0.4591
10 	 46.3 	 0.0044 	 1.3663 	 0.4780
11 	 46.3 	 0.0048 	 1.3272 	 0.4893
12 	 46.4 	 0.0052 	 1.2976 	 0.5018
13 	 46.3 	 0.0056 	 1.2696 	 0.5093
14 	 46.3 	 0.0060 	 1.2418 	 0.5237
15 	 46.3 	 0.0064 	 1.2170 	 0.5342
16 	 46.3 	 0.0068 	 1.1837 	 0.5444
17 	 46.4 	 0.0072 	 1.1579 	 0.5558
18 	 46.3 	 0.0076 	 1.1297 	 0.5672
19 	 46.3 	 0.0080 	 1.1003 	 0.5814
20 	 46.4 	 0.0084 	 1.0696 	 0.5932
21 	 46.3 	 0.0088 	 1.0387 	 0.6064
22 	 46.4 	 0.0092 	 1.0023 	 0.6226
23 	 46.2 	 0.0096 	 0.9772 	 0.6353
24 	 46.3 	 0.0100 	 0.9487 	 0.6454
25 	 46.4 	 0.0104 	 0.9223 	 0.6601
26 	 46.3 	 0.0108 	 0.9071 	 0.6662
27 	 46.3 	 0.0112 	 0.8898 	 0.6760
28 	 46.4 	 0.0116 	 0.8727 	 0.6851
29 	 46.3 	 0.0120 	 0.8573 	 0.6891
30 	 46.2 	 0.0124 	 0.8423 	 0.6987
31 	 46.4 	 0.0128 	 0.8315 	 0.7037
32 	 46.3 	 0.0132 	 0.8119 	 0.7126
33 	 46.3 	 0.0136 	 0.8069 	 0.7144
34 	 46.3 	 0.0140 	 0.7903 	 0.7236
35 	 46.3 	 0.0144 	 0.7853 	 0.7263
36 	 46.4 	 0.0148 	 0.7817 	 0.7280
37 	 46.3 	 0.0152 	 0.7664 	 0.7357
38 	 46.3 	 0.0156 	 0.7638 	 0.7356
39 	 46.4 	 0.0160 	 0.7441 	 0.7447
40 	 46.3 	 0.0164 	 0.7423 	 0.7477
41 	 46.3 	 0.0168 	 0.7333 	 0.7512
42 	 46.4 	 0.0172 	 0.7249 	 0.7544
43 	 46.2 	 0.0176 	 0.7133 	 0.7623
44 	 46.3 	 0.0180 	 0.7156 	 0.7613
45 	 46.4 	 0.0184 	 0.7142 	 0.7613
46 	 46.3 	 0.0188 	 0.6947 	 0.7701
47 	 46.4 	 0.0192 	 0.6981 	 0.7691
48 	 46.3 	 0.0196 	 0.6857 	 0.7747
49 	 46.3 	 0.0200 	 0.6763 	 0.7810
50 	 46.4 	 0.0204 	 0.6756 	 0.7815
51 	 46.3 	 0.0208 	 0.6741 	 0.7814
52 	 46.2 	 0.0212 	 0.6752 	 0.7814
53 	 46.4 	 0.0216 	 0.6575 	 0.7914
54 	 46.3 	 0.0220 	 0.6663 	 0.7854
55 	 46.3 	 0.0224 	 0.6612 	 0.7874
56 	 46.4 	 0.0228 	 0.6578 	 0.7899
57 	 46.3 	 0.0232 	 0.6566 	 0.7916
58 	 46.3 	 0.0236 	 0.6462 	 0.7963
59 	 46.3 	 0.0240 	 0.6430 	 0.7993
60 	 46.2 	 0.0244 	 0.6314 	 0.8041
61 	 46.2 	 0.0248 	 0.6360 	 0.8002
62 	 46.2 	 0.0252 	 0.6312 	 0.8044
63 	 46.2 	 0.0256 	 0.6168 	 0.8106
64 	 46.2 	 0.0260 	 0.6163 	 0.8105
65 	 46.3 	 0.0264 	 0.6109 	 0.8119
66 	 46.2 	 0.0268 	 0.6158 	 0.8111
67 	 46.3 	 0.0272 	 0.5869 	 0.8254
68 	 46.3 	 0.0276 	 0.5960 	 0.8201
69 	 46.2 	 0.0280 	 0.6048 	 0.8187
70 	 46.3 	 0.0284 	 0.5762 	 0.8299
71 	 46.3 	 0.0288 	 0.5950 	 0.8213
72 	 46.3 	 0.0292 	 0.5919 	 0.8231
73 	 46.3 	 0.0296 	 0.5804 	 0.8285
74 	 46.3 	 0.0300 	 0.5819 	 0.8292
75 	 46.3 	 0.0304 	 0.5652 	 0.8356
76 	 46.3 	 0.0308 	 0.5945 	 0.8264
77 	 46.2 	 0.0312 	 0.5934 	 0.8236
78 	 46.4 	 0.0316 	 0.5809 	 0.8329
79 	 46.3 	 0.0320 	 0.5845 	 0.8330
80 	 46.2 	 0.0324 	 0.5858 	 0.8285
81 	 46.3 	 0.0328 	 0.5829 	 0.8293
82 	 46.3 	 0.0332 	 0.5746 	 0.8358
83 	 46.7 	 0.0336 	 0.6065 	 0.8232
84 	 46.2 	 0.0340 	 0.6024 	 0.8240
85 	 46.4 	 0.0344 	 0.5886 	 0.8275
86 	 46.4 	 0.0348 	 0.6165 	 0.8203
87 	 46.2 	 0.0352 	 0.6078 	 0.8234
88 	 46.5 	 0.0356 	 0.6772 	 0.7905
89 	 46.2 	 0.0360 	 0.6676 	 0.7947
90 	 46.3 	 0.0364 	 0.7032 	 0.7778
91 	 46.4 	 0.0368 	 0.7153 	 0.7724
92 	 46.3 	 0.0372 	 0.7282 	 0.7662
93 	 46.4 	 0.0376 	 0.7320 	 0.7635
94 	 46.3 	 0.0380 	 0.7522 	 0.7542
95 	 46.3 	 0.0384 	 0.7207 	 0.7641
96 	 46.4 	 0.0388 	 0.7398 	 0.7579
97 	 46.3 	 0.0392 	 0.7371 	 0.7598
98 	 46.2 	 0.0396 	 0.7185 	 0.7660
99 	 46.4 	 0.0400 	 0.7115 	 0.7713
100 	 46.2 	 0.0396 	 0.7152 	 0.7699
101 	 46.3 	 0.0392 	 0.7298 	 0.7641
102 	 46.4 	 0.0388 	 0.7350 	 0.7618
